textID,text,label,label_text,Sentence,Negative,Neutral,Positive,Overall Sentiment,Compound
9b1060a30e, how`s the fam? Well I hope.,2,positive, how`s the fam? Well I hope.,0.0,44.4,55.60000000000001,positive,0.6124
704dfebd66,">>Why did the Blonde Keep failing her drivers license test-------->>>>>Everytime they stopped, she jumped in the back seat.",0,negative,">>Why did the Blonde Keep failing her drivers license test-------->>>>>Everytime they stopped, she jumped in the back seat.",24.5,75.5,0.0,negative,-0.6369
1177c602c8, Come to Rochester with me and Nikki. Beer and a Hog Roast always helps.,2,positive, Come to Rochester with me and Nikki. Beer and a Hog Roast always helps.,0.0,83.3,16.7,positive,0.3818
92866f7b8c,  Thank you!,2,positive,  Thank you!,0.0,26.400000000000002,73.6,positive,0.4199
13d0b4314e,"is slowly crunching the reality that june is fast approaching. in other words, classes again, and another year will be added to my age.",1,neutral,"is slowly crunching the reality that june is fast approaching. in other words, classes again, and another year will be added to my age.",0.0,100.0,0.0,neutral,0.0
892b8a0cf8,so i guess we r sleepin over.,1,neutral,so i guess we r sleepin over.,0.0,100.0,0.0,neutral,0.0
5d8102cab8,He put a **** mohawk in my son head.....he just killed my vibe as always,0,negative,He put a **** mohawk in my son head.....he just killed my vibe as always,24.3,75.7,0.0,negative,-0.6705
3fcdacf90f,"Well, she`s getting through.",2,positive,"Well, she`s getting through.",0.0,58.8,41.199999999999996,positive,0.2732
17d1a66db4,No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0,0,negative,No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0,21.4,59.5,19.0,positive,0.1531
4d22612bb6,all alone for the weekend!,0,negative,all alone for the weekend!,36.4,63.6,0.0,negative,-0.3164
3cd2b0d233,"wishing, i was at the michou show right now.. god. life isnt fair",1,neutral,"wishing, i was at the michou show right now.. god. life isnt fair",12.3,62.6,25.1,positive,0.2589
da72cfc9cc,Poor dead Josh.  http://bit.ly/JKpHn  Please leave your messages of condolences there.  #boy #rip,0,negative,Poor dead Josh.  http://bit.ly/JKpHn  Please leave your messages of condolences there.  #boy #rip,43.2,45.2,11.600000000000001,negative,-0.743
fd57cd4c4e,watching the rain and reminiscing about the time when everytime it rained I was with the love of my life.,2,positive,watching the rain and reminiscing about the time when everytime it rained I was with the love of my life.,0.0,81.89999999999999,18.099999999999998,positive,0.6369
0a57a17968,Got a sunburn from Coney Island bike ride,1,neutral,Got a sunburn from Coney Island bike ride,0.0,100.0,0.0,neutral,0.0
a9e176a76e, hey I didn`t get the email yet,1,neutral, hey I didn`t get the email yet,0.0,100.0,0.0,neutral,0.0
41ff25c568,This is how much hair falls off everytime I shower. It`s more sad than disgusting  http://yfrog.com/6p190aj,0,negative,This is how much hair falls off everytime I shower. It`s more sad than disgusting  http://yfrog.com/6p190aj,33.5,66.5,0.0,negative,-0.7939
064b2cc709,"pff, Life sucks sometimes!",0,negative,"pff, Life sucks sometimes!",48.199999999999996,51.800000000000004,0.0,negative,-0.4199
00b7a60703,Wish I had a laptop charger so I could tweet faster,0,negative,Wish I had a laptop charger so I could tweet faster,0.0,78.7,21.3,positive,0.4019
6896f19343,show time baby! bye bye for now Tweeters,1,neutral,show time baby! bye bye for now Tweeters,0.0,100.0,0.0,neutral,0.0
cce4a3ca50, How was your chicken and chips?,1,neutral, How was your chicken and chips?,0.0,100.0,0.0,neutral,0.0
c9d4cf96af,"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips.",0,negative,"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips.",0.0,100.0,0.0,neutral,0.0
733ac52be6, Happy Mom`s Day!  Here in Spain it was last Sunday!! Any hint of when the first single will be out on radio? LYM!!  Mini,2,positive, Happy Mom`s Day!  Here in Spain it was last Sunday!! Any hint of when the first single will be out on radio? LYM!!  Mini,0.0,82.5,17.5,positive,0.7067
cf1a0bb3c2," Nope, kicked that habit more then a year ago",1,neutral," Nope, kicked that habit more then a year ago",0.0,100.0,0.0,neutral,0.0
8b1ef2334e, not sexy with 2 tubes sticking out of my stomach  but thanks !,2,positive, not sexy with 2 tubes sticking out of my stomach  but thanks !,11.1,64.60000000000001,24.3,positive,0.503
d31c27398f,"Up early this morning, first to portmeirion then home",1,neutral,"Up early this morning, first to portmeirion then home",0.0,100.0,0.0,neutral,0.0
9f42f42b4f,listening to David Archuleta album it`s amazing,2,positive,listening to David Archuleta album it`s amazing,0.0,61.199999999999996,38.800000000000004,positive,0.5859
98cfd1162e, aww...thats a bummer,0,negative, aww...thats a bummer,56.49999999999999,43.5,0.0,negative,-0.3818
00c8cfed18,I dont wanna im to spanish today,0,negative,I dont wanna im to spanish today,0.0,100.0,0.0,neutral,0.0
bbe85e3495,missin the #ia2009 guys really,1,neutral,missin the #ia2009 guys really,0.0,100.0,0.0,neutral,0.0
0cc4081476,lol haha very funnyyy lol im talking to my bestfriend ashleyyyy!!!,1,neutral,lol haha very funnyyy lol im talking to my bestfriend ashleyyyy!!!,0.0,45.1,54.900000000000006,positive,0.8675
c45f5fb9e6,"yep, good morning to you all  or night or evening or whatever xD",2,positive,"yep, good morning to you all  or night or evening or whatever xD",0.0,52.900000000000006,47.099999999999994,positive,0.836
7e5457bddf,WORKK! yay,2,positive,WORKK! yay,0.0,21.3,78.7,positive,0.5707
d138ab0b3a,"It is certainly spring in Vail, Co.  It is raining and snowing!  Doesn`t mother nature know the mountain is closed for the ski season!",1,neutral,"It is certainly spring in Vail, Co.  It is raining and snowing!  Doesn`t mother nature know the mountain is closed for the ski season!",0.0,88.5,11.5,positive,0.4559
6ade83d96d,_hameron I`ve seen those already. I link them in my lj post.,1,neutral,_hameron I`ve seen those already. I link them in my lj post.,0.0,100.0,0.0,neutral,0.0
fbbeb51073," Aww, thank you Soulmate! Haha.",2,positive," Aww, thank you Soulmate! Haha.",0.0,17.1,82.89999999999999,positive,0.8655
74b57c43cc,"cars,,,,cars....cars.....I need one. ha ha. The one I found last night, that I wanted so bad! is now sold. And not to me",0,negative,"cars,,,,cars....cars.....I need one. ha ha. The one I found last night, that I wanted so bad! is now sold. And not to me",17.0,74.5,8.5,negative,-0.5241
f7638c4126, (RE:'your joint w/  is crazy!!') Thx    Hey Trax heard a 49er rear ended you??,2,positive, (RE:'your joint w/  is crazy!!') Thx    Hey Trax heard a 49er rear ended you??,13.4,67.2,19.3,positive,0.2603
562c683a44,_za thanks man. I can`t wait,2,positive,_za thanks man. I can`t wait,0.0,63.3,36.7,positive,0.4404
1f403981ef, can you fedex me some pizza? I have to cancel my NYC trip until later this summer,1,neutral, can you fedex me some pizza? I have to cancel my NYC trip until later this summer,11.1,88.9,0.0,negative,-0.25
9358a6253c, I haven`t started packing,1,neutral, I haven`t started packing,0.0,100.0,0.0,neutral,0.0
628bab2c42,I`ve been to Best Buy & Target and still no Electrik Red album! I`m loosing hope..they`ve never even heard of the girls,0,negative,I`ve been to Best Buy & Target and still no Electrik Red album! I`m loosing hope..they`ve never even heard of the girls,8.200000000000001,74.9,16.8,positive,0.5093
d934e438cc," i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby",0,negative," i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby",19.0,71.3,9.700000000000001,negative,-0.631
548b9da461,Great exercise for a Sunday morning: 'stopping the wheel of karma' (R.A.W.) and transforming negativity into love... Life!,2,positive,Great exercise for a Sunday morning: 'stopping the wheel of karma' (R.A.W.) and transforming negativity into love... Life!,17.8,50.9,31.3,positive,0.69
e0f9a074cf,Now I like #startrek. Personal feels that #Startrek movie is better than #xmen.,1,neutral,Now I like #startrek. Personal feels that #Startrek movie is better than #xmen.,0.0,67.10000000000001,32.9,positive,0.6597
5fb992345d, yes yes yes lotsa fun  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha,2,positive, yes yes yes lotsa fun  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha,7.3999999999999995,50.0,42.699999999999996,positive,0.9085
590ede849e, That ur anti is what I understood from the message. Sorry left off ur don`t vote BNP msg at end due 2 space,1,neutral, That ur anti is what I understood from the message. Sorry left off ur don`t vote BNP msg at end due 2 space,14.6,85.39999999999999,0.0,negative,-0.3818
b78e0c4c19, Thank you Kirst - your posts on running inspired me,2,positive, Thank you Kirst - your posts on running inspired me,0.0,58.4,41.6,positive,0.6908
02073f1c62,I wanna crawl under my desk and take a nap  nvrmind its dirty =/,0,negative,I wanna crawl under my desk and take a nap  nvrmind its dirty =/,30.599999999999998,69.39999999999999,0.0,negative,-0.6486
112da4faa0,Gonna go and see my sister at Mount Saini ....  she`s there for at least another 24 hours.,1,neutral,Gonna go and see my sister at Mount Saini ....  she`s there for at least another 24 hours.,0.0,100.0,0.0,neutral,0.0
1d3c1b4821,okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night,0,negative,okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night,0.0,72.8,27.200000000000003,positive,0.7163
70d05bf740,i`m still in bed and on the laptop ...yep borin !!!,1,neutral,i`m still in bed and on the laptop ...yep borin !!!,0.0,76.5,23.5,positive,0.4724
816bbfcd52,HAPPY MOTHERS DAY 2 ME,2,positive,HAPPY MOTHERS DAY 2 ME,0.0,47.4,52.6,positive,0.6633
40760ea4e8,Why is looking for girls names easier than looking for boys,1,neutral,Why is looking for girls names easier than looking for boys,0.0,78.10000000000001,21.9,positive,0.4215
d6738c3768, Excellent point.,2,positive, Excellent point.,0.0,21.3,78.7,positive,0.5719
e0d893b360, oh and twas my very brilliant idea if I do say so myself  what can I say i`m an ideas woman,2,positive, oh and twas my very brilliant idea if I do say so myself  what can I say i`m an ideas woman,0.0,83.0,17.0,positive,0.624
e344ef4cf6, That`s actually not too far from the truth,1,neutral, That`s actually not too far from the truth,0.0,75.3,24.7,positive,0.3182
84f961fdb2,Good Morning! 'RETURN TO WILLEN ISLAND - Spring has most definitely sprung' ... http://bit.ly/EyRtT ... enjoy,2,positive,Good Morning! 'RETURN TO WILLEN ISLAND - Spring has most definitely sprung' ... http://bit.ly/EyRtT ... enjoy,0.0,58.099999999999994,41.9,positive,0.855
c002c2eddd,Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,2,positive,Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,0.0,63.1,36.9,positive,0.765
7369cf2fc5," Concord & Irvine, CA only. That`s it for `09.",1,neutral," Concord & Irvine, CA only. That`s it for `09.",0.0,100.0,0.0,neutral,0.0
543a06c64b,OMG sore shoulder,0,negative,OMG sore shoulder,55.60000000000001,44.4,0.0,negative,-0.3612
1047b78606, You`re welcome! Cutie-pie kiddo.. in your picture btw  Love those shades!,2,positive, You`re welcome! Cutie-pie kiddo.. in your picture btw  Love those shades!,0.0,53.6,46.400000000000006,positive,0.8309
62dd5efb10,-g`mornin` Twitterville  took the day off from Tweet`n yesterday & I`m 'jonesing' to get back into it today,1,neutral,-g`mornin` Twitterville  took the day off from Tweet`n yesterday & I`m 'jonesing' to get back into it today,0.0,100.0,0.0,neutral,0.0
4652d96d01,goin ta bed now!   goodnite jessica,2,positive,goin ta bed now!   goodnite jessica,0.0,100.0,0.0,neutral,0.0
1f9019bba5, lmao you witty wacko...loves it,2,positive, lmao you witty wacko...loves it,0.0,50.6,49.4,positive,0.5994
e8a7f5e1a3," I refuse to get excited as I don`t want to be let down  if it happens, as long as it`s not between June 11 - 28 or I`d die",0,negative," I refuse to get excited as I don`t want to be let down  if it happens, as long as it`s not between June 11 - 28 or I`d die",17.5,71.8,10.6,negative,-0.5267
2f2721c6fe,"`If I don`t believe in Him, why would He believe in me?` -Bring Me The Horizon  A chill goes down my spine whenever I hear that line.",0,negative,"`If I don`t believe in Him, why would He believe in me?` -Bring Me The Horizon  A chill goes down my spine whenever I hear that line.",0.0,100.0,0.0,neutral,0.0
9c52e5ba66,"@_xotashhh I love having days off school, I had one on friday too",2,positive,"@_xotashhh I love having days off school, I had one on friday too",0.0,74.1,25.900000000000002,positive,0.6369
d72748e39c, u never sent me carrie. ur an ****. but an **** that i miss,0,negative, u never sent me carrie. ur an ****. but an **** that i miss,12.8,87.2,0.0,negative,-0.2263
bb96cfef66, booooo  my senior yearbook sucks thanks for the memories bhs -___-,1,neutral, booooo  my senior yearbook sucks thanks for the memories bhs -___-,17.4,62.5,20.1,positive,0.1027
14c6d8edd1, heyy terrence u should come to my school on May 29th for our talent show,1,neutral, heyy terrence u should come to my school on May 29th for our talent show,0.0,83.3,16.7,positive,0.4215
44c3407b4d,theres too much light pollution to see the stars,0,negative,theres too much light pollution to see the stars,0.0,100.0,0.0,neutral,0.0
6f15fcf64e,sick n tired of people who steal other people`s work,0,negative,sick n tired of people who steal other people`s work,57.3,42.699999999999996,0.0,negative,-0.8555
5a4ebbbdba,back to bed,1,neutral,back to bed,0.0,100.0,0.0,neutral,0.0
6ee991d0cd, I`m having trouble viewing it as well on you tube for some reason,0,negative, I`m having trouble viewing it as well on you tube for some reason,17.1,69.6,13.3,negative,-0.1531
9932b9c033,if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how **** i feel,0,negative,if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how **** i feel,6.9,93.10000000000001,0.0,negative,-0.25
8ba9d3448f," #warmfuzzies to you, my friend",2,positive," #warmfuzzies to you, my friend",0.0,55.60000000000001,44.4,positive,0.4939
f6f7382036,@_supernatural_ http://twitpic.com/66l83 - I really miss her.,0,negative,@_supernatural_ http://twitpic.com/66l83 - I really miss her.,24.0,76.0,0.0,negative,-0.2247
a93501213c,happy sunday all,2,positive,happy sunday all,0.0,35.099999999999994,64.9,positive,0.5719
703a5708f6, Please let me know if it is allright DE i need to know but first just wake up a little and enjoy the cofee  ****,2,positive, Please let me know if it is allright DE i need to know but first just wake up a little and enjoy the cofee  ****,0.0,80.60000000000001,19.400000000000002,positive,0.6739
683149f529, well maybe someone will care,2,positive, well maybe someone will care,0.0,36.1,63.9,positive,0.6486
9a00c7fd06,"   Awww, that wasn`t very nice.",0,negative,"   Awww, that wasn`t very nice.",0.0,56.39999999999999,43.6,positive,0.4754
9a1177c3fb,slaving away at work,0,negative,slaving away at work,0.0,100.0,0.0,neutral,0.0
226dcfa96d,"For US tweeps, don`t forget to call your mom today...",2,positive,"For US tweeps, don`t forget to call your mom today...",17.4,82.6,0.0,negative,-0.2263
e4364d95c3,Fml just ran a mile.. And I just got scraped by my yearbook and I got 1/10 on my math test. Eff today,1,neutral,Fml just ran a mile.. And I just got scraped by my yearbook and I got 1/10 on my math test. Eff today,0.0,100.0,0.0,neutral,0.0
b14b4d5209, haha i agree ! i am her test dummy. i just go in and say 'do whatever you want' and i always love it.  she is magic!,2,positive, haha i agree ! i am her test dummy. i just go in and say 'do whatever you want' and i always love it.  she is magic!,0.0,66.5,33.5,positive,0.8906
f04b0ca7f2," ****, i dont have 2 work saturday, & i was suppose 2 hang out with my friend & watch it. we can still hang out but no JONAS =",0,negative," ****, i dont have 2 work saturday, & i was suppose 2 hang out with my friend & watch it. we can still hang out but no JONAS =",8.799999999999999,84.6,6.6000000000000005,negative,-0.1779
44c7e944b9,Going to tmobile  i need a new phone this G1 is so not working for me anymore,0,negative,Going to tmobile  i need a new phone this G1 is so not working for me anymore,0.0,81.39999999999999,18.6,positive,0.567
fb6110efb9,Raaaaaaaaaaagh early morning  and its not even early!! Must leave for work in 6 minutes...,1,neutral,Raaaaaaaaaaagh early morning  and its not even early!! Must leave for work in 6 minutes...,11.3,88.7,0.0,negative,-0.1984
61c907173c,  There you go.,1,neutral,  There you go.,0.0,100.0,0.0,neutral,0.0
2334ad25e6, OOO YUK !! thats not good Im retching as we tweet,0,negative, OOO YUK !! thats not good Im retching as we tweet,23.0,77.0,0.0,negative,-0.457
c2484278c9, 120mm films usually handled at Fuji  Oh I met a girl at San Diego. Kwento soon. I miss youuu!,0,negative, 120mm films usually handled at Fuji  Oh I met a girl at San Diego. Kwento soon. I miss youuu!,9.5,90.5,0.0,negative,-0.2244
e39cb0ca13,  lol - thats 51p less ive got towards the cruise!!,1,neutral,  lol - thats 51p less ive got towards the cruise!!,0.0,72.7,27.3,positive,0.5242
5f54c3d4cb,"That seized bolt, ya it`s still stuck! The bushing is actually seized to the bolt, very very lame   Perhaps some heat will work?",0,negative,"That seized bolt, ya it`s still stuck! The bushing is actually seized to the bolt, very very lame   Perhaps some heat will work?",21.2,78.8,0.0,negative,-0.6872
62e1413e85, Hearing that my songs brighten someone`s day always makes ME grin.,2,positive, Hearing that my songs brighten someone`s day always makes ME grin.,0.0,60.0,40.0,positive,0.7184
d7b287d1e7,where r all the 5am tweets from  people...oh that`s right...they opened the #houseofrock last night so they`re still in bed,1,neutral,where r all the 5am tweets from  people...oh that`s right...they opened the #houseofrock last night so they`re still in bed,0.0,100.0,0.0,neutral,0.0
67ff57361c,Working on Canada Shoots information.  Coming your way soon if you have expressed interest and I have your email address . Eh!!!,1,neutral,Working on Canada Shoots information.  Coming your way soon if you have expressed interest and I have your email address . Eh!!!,0.0,84.39999999999999,15.6,positive,0.5962
762a44afb6,Mrs.Bates left,1,neutral,Mrs.Bates left,0.0,100.0,0.0,neutral,0.0
1a38bc0602,Hates having broken wrist and has PE next ugh,0,negative,Hates having broken wrist and has PE next ugh,59.5,40.5,0.0,negative,-0.8316
a0c3ef4a01,watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,2,positive,watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,0.0,74.2,25.8,positive,0.5399
de2a14a465,Last day of CGI 09,1,neutral,Last day of CGI 09,0.0,100.0,0.0,neutral,0.0
94488794d4, Who To Say Hi To And Who To Buy A Shot To. Lol. Jk.,1,neutral, Who To Say Hi To And Who To Buy A Shot To. Lol. Jk.,0.0,82.3,17.7,positive,0.4215
12b631ca7b," thank you! i was just playing that a moment ago, actually! a very different, even more chill version.  *spooky*! haha.",1,neutral," thank you! i was just playing that a moment ago, actually! a very different, even more chill version.  *spooky*! haha.",0.0,67.5,32.5,positive,0.8007
95dfefd4e7,Well off 2 bed...cant wait 2 party 4 Mother`s Day in like 14 hours or so,2,positive,Well off 2 bed...cant wait 2 party 4 Mother`s Day in like 14 hours or so,0.0,64.0,36.0,positive,0.743
e637c11dca,is gonna be mad hungry when I get home. Forgot my money...,0,negative,is gonna be mad hungry when I get home. Forgot my money...,22.5,77.5,0.0,negative,-0.4939
3775d15b1d, So when are you guys coming to Alabama...you were supposed to be there tonight but cancelled...I had great seats,1,neutral, So when are you guys coming to Alabama...you were supposed to be there tonight but cancelled...I had great seats,0.0,76.1,23.9,positive,0.7684
7f62c60ffe, hey plz look > http://www.twitpic.com/5m7vd < what do u think? plz tell me,1,neutral, hey plz look > http://www.twitpic.com/5m7vd < what do u think? plz tell me,0.0,80.9,19.1,positive,0.1531
a5abb95859,#bouvierb-day is on trending topics. ahh Happy Birthday Pierre Bouvier,2,positive,#bouvierb-day is on trending topics. ahh Happy Birthday Pierre Bouvier,0.0,70.89999999999999,29.099999999999998,positive,0.5719
e32bcc9304,http://skipall.com/8p.png  The come apart easy enough,2,positive,http://skipall.com/8p.png  The come apart easy enough,0.0,63.3,36.7,positive,0.4404
f4e8990f70,sadly  brother told me there are no skateparks where he lives. BUMMER!,0,negative,sadly  brother told me there are no skateparks where he lives. BUMMER!,48.9,51.1,0.0,negative,-0.8236
2f9f6f89cd, Tell X to email me pics! OfficialShew,1,neutral, Tell X to email me pics! OfficialShew,0.0,100.0,0.0,neutral,0.0
a86d48a430,Heaos keen for next weekend.        Mummy. <3,2,positive,Heaos keen for next weekend.        Mummy. <3,0.0,48.1,51.9,positive,0.6597
1e2e4371a9,i hate stupid boys! arrgh,0,negative,i hate stupid boys! arrgh,71.1,28.9,0.0,negative,-0.8122
dd3dbdf77e, hi Ms. Fussy  *waves*,1,neutral, hi Ms. Fussy  *waves*,0.0,100.0,0.0,neutral,0.0
8d4c510735, I hope you didn`t take that quote personally!! I`ve been throwing them out here and there all day-guess I shoulda waited a bit,0,negative, I hope you didn`t take that quote personally!! I`ve been throwing them out here and there all day-guess I shoulda waited a bit,0.0,86.3,13.700000000000001,positive,0.5399
4ea8274298,at `s with ,1,neutral,at `s with ,0.0,100.0,0.0,neutral,0.0
b521edea57, sounds like you`re having a great time,2,positive, sounds like you`re having a great time,0.0,43.1,56.89999999999999,positive,0.765
a74b7578a5,"You spelled my name wrong, but message received   http://tinyurl.com/krw9p3",1,neutral,"You spelled my name wrong, but message received   http://tinyurl.com/krw9p3",20.4,79.60000000000001,0.0,negative,-0.2617
173738ce2a, email those pics on ur labtop to me...  I wana put one of them as my background!  http://myloc.me/21DS,1,neutral, email those pics on ur labtop to me...  I wana put one of them as my background!  http://myloc.me/21DS,0.0,100.0,0.0,neutral,0.0
674bb5ca74,British Expat Tweet Tommy and the Giant Sprout: Especially for Fly  as part of sprout seaso.. http://tinyurl.com/c7kvb6,1,neutral,British Expat Tweet Tommy and the Giant Sprout: Especially for Fly  as part of sprout seaso.. http://tinyurl.com/c7kvb6,0.0,100.0,0.0,neutral,0.0
6e424d5ccf," and Im just going into work... if we were married, we wud never see each other",0,negative," and Im just going into work... if we were married, we wud never see each other",0.0,100.0,0.0,neutral,0.0
d4305524e2, Weird! Maybe all the updates just aren`t being sent to my phone  Haha,0,negative, Weird! Maybe all the updates just aren`t being sent to my phone  Haha,10.6,68.8,20.599999999999998,positive,0.3802
e71ac19463,"http://twitpic.com/4jbwh - we were at a sleepover, and nobody stops me when there`s a camera in my hand",1,neutral,"http://twitpic.com/4jbwh - we were at a sleepover, and nobody stops me when there`s a camera in my hand",7.7,76.9,15.4,positive,0.3818
ab464f70e6,I wish it would rain...but it won`t,1,neutral,I wish it would rain...but it won`t,0.0,69.0,31.0,positive,0.4019
d546f8c422,Amazing day with my boyfriend. He`s a good drummer.,2,positive,Amazing day with my boyfriend. He`s a good drummer.,0.0,51.1,48.9,positive,0.7717
bab26fdc24, pansy  wtf codeh?!,0,negative, pansy  wtf codeh?!,67.2,32.800000000000004,0.0,negative,-0.6239
4f0c1d97c4,I should have know that 'extra hand' comment would cause trouble...  About to upload House Music and Beyond Vol. 3,0,negative,I should have know that 'extra hand' comment would cause trouble...  About to upload House Music and Beyond Vol. 3,11.3,75.3,13.4,positive,0.128
24a7c7e988,"Going to i don`t know where with taylor,dolton,jacob, chris and my sister.",1,neutral,"Going to i don`t know where with taylor,dolton,jacob, chris and my sister.",0.0,100.0,0.0,neutral,0.0
b7b0f4fb71,Just got back from a run & I`m feeling grrrrrreeeeeaat!!!,2,positive,Just got back from a run & I`m feeling grrrrrreeeeeaat!!!,0.0,79.10000000000001,20.9,positive,0.3348
6957e5f1bf, How come?,1,neutral, How come?,0.0,100.0,0.0,neutral,0.0
ee87e14bee, yes  and i want you to keep going if you would ;),2,positive, yes  and i want you to keep going if you would ;),0.0,60.4,39.6,positive,0.5994
0f9b915617,Sunburn ouch,0,negative,Sunburn ouch,0.0,100.0,0.0,neutral,0.0
f3afed1887, Fun times ~ that`s my friends beer!  here`s the pic`  http://yfrog.com/053agj,2,positive, Fun times ~ that`s my friends beer!  here`s the pic`  http://yfrog.com/053agj,0.0,57.4,42.6,positive,0.7712
51d74124da,It appears I`m going home tomorrow...and it`s not a good thing...,0,negative,It appears I`m going home tomorrow...and it`s not a good thing...,19.400000000000002,80.60000000000001,0.0,negative,-0.3412
bcd831b113,The graduation ceremony should be starting about now. I really wish I could be there.,2,positive,The graduation ceremony should be starting about now. I really wish I could be there.,0.0,82.39999999999999,17.599999999999998,positive,0.4576
f39c65d9ef, hahaha omg i only got 3 hrs of sleep,1,neutral, hahaha omg i only got 3 hrs of sleep,0.0,69.0,31.0,positive,0.5574
1a9933a4fe,- I LOVE YOU!!!! YOU MAKE ME SO HAPPY!!!!,2,positive,- I LOVE YOU!!!! YOU MAKE ME SO HAPPY!!!!,0.0,35.6,64.4,positive,0.94
c4453ff2b8, Thanks for sending the link.,2,positive, Thanks for sending the link.,0.0,57.99999999999999,42.0,positive,0.4404
a3f0f32135,Arrrr better half made me brekkie in bed. Weather not 2 gud in Black Country 2day but we won`t let it put the dampers on our planned bbq,1,neutral,Arrrr better half made me brekkie in bed. Weather not 2 gud in Black Country 2day but we won`t let it put the dampers on our planned bbq,0.0,93.30000000000001,6.7,positive,0.2382
f433396b44,  wish u could rub my head too,2,positive,  wish u could rub my head too,0.0,69.0,31.0,positive,0.4019
6388c670c6,_Hodges Yup. Their loss.,0,negative,_Hodges Yup. Their loss.,43.4,56.599999999999994,0.0,negative,-0.3182
bc3032341b,i`m sad...i`ll miss you grandma angie.. you were always like a 3rd grandma to me..,0,negative,i`m sad...i`ll miss you grandma angie.. you were always like a 3rd grandma to me..,9.4,76.0,14.6,positive,0.2263
b7c1a22a62, OHHHH THAT REMINDS ME. I know it`s not one of yours.... can you send me some of my toothpaste?,1,neutral, OHHHH THAT REMINDS ME. I know it`s not one of yours.... can you send me some of my toothpaste?,0.0,100.0,0.0,neutral,0.0
ca66e5e4b6,_in_love scanton?! that`s farrr  elaine got her cartilage pierced! it`s so cute!,2,positive,_in_love scanton?! that`s farrr  elaine got her cartilage pierced! it`s so cute!,0.0,69.89999999999999,30.099999999999998,positive,0.6949
be16255b41,Wake Up..... Please.,0,negative,Wake Up..... Please.,0.0,46.5,53.5,positive,0.3182
8fa75341d4," Would applaud self-validation for all sorts of good theological, psychological & sociological reasons. But agree - lighten up!",2,positive," Would applaud self-validation for all sorts of good theological, psychological & sociological reasons. But agree - lighten up!",0.0,66.7,33.300000000000004,positive,0.7574
d147a9feb1," really... I`m an alumnus, and I don`t know myself! and we didn`t have Macs yet when I was there...",1,neutral," really... I`m an alumnus, and I don`t know myself! and we didn`t have Macs yet when I was there...",0.0,100.0,0.0,neutral,0.0
afc17894d4, im sorry,0,negative, im sorry,56.49999999999999,43.5,0.0,negative,-0.0772
03b569041c, It rained here too,1,neutral, It rained here too,0.0,100.0,0.0,neutral,0.0
ea5c577cb7, lol exams i didn`t go to mcast or other school i finished form 5 and that`s it soo disappointed in myself,0,negative, lol exams i didn`t go to mcast or other school i finished form 5 and that`s it soo disappointed in myself,12.4,76.3,11.200000000000001,negative,-0.0772
9891da8fff,These messages are teasing me! It isnt fair.,0,negative,These messages are teasing me! It isnt fair.,37.2,62.8,0.0,negative,-0.3724
5f42a2d026, no way to comment on site unless you are a member,1,neutral, no way to comment on site unless you are a member,18.0,82.0,0.0,negative,-0.296
d3a576d221," you asked about my SF schedule, dahling...maybe next time",1,neutral," you asked about my SF schedule, dahling...maybe next time",0.0,100.0,0.0,neutral,0.0
eea9145f1b, ack! I just read about your show  that`s horrible!!! No accounting for taste.,0,negative, ack! I just read about your show  that`s horrible!!! No accounting for taste.,38.4,61.6,0.0,negative,-0.7825
49ec0f5742," ... thx for ur msg, so awesome!  luv the new single! xoxo",2,positive," ... thx for ur msg, so awesome!  luv the new single! xoxo",0.0,42.199999999999996,57.8,positive,0.9235
7b65e54ea9,Why does Urban Outfitters taunt me with amazing clothing that`s way too expensive.,1,neutral,Why does Urban Outfitters taunt me with amazing clothing that`s way too expensive.,0.0,75.9,24.099999999999998,positive,0.5859
80832ca578, last week  and I interviewed  and we told him you are the FB queen! Glad to see you both connected,2,positive, last week  and I interviewed  and we told him you are the FB queen! Glad to see you both connected,0.0,85.2,14.799999999999999,positive,0.5093
be226efbd2, and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,2,positive, and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,0.0,100.0,0.0,neutral,0.0
0b581d3f9f, Headed back to Baltimore tonight,1,neutral, Headed back to Baltimore tonight,0.0,100.0,0.0,neutral,0.0
